ques_id,language,ques,ansTitle,ansContent,translation,translation_title,ques_translation
9031,DE,"Möchten Sie in SharePoint Benachrichtigung für einen Ordner, eine Datei oder ein Listenelement erstellen?","Möchten Sie Benachrichtigung für einen Ordner, eine Datei oder ein Listenelement erstellen? ","Mithilfe des folgenden Verfahrens können Sie eine Benachrichtigung erstellen, um über Änderungen an einem Element in einer Liste, einem Dokument in einer Bibliothek oder einem Ordner in einer Liste oder  Bibliothek informiert zu bleiben. So können Sie z.B. eine Benachrichtigung einrichten, um bei Änderungen an einem Ereignis in einem Kalender oder einer Aufgabe in einer Aufgabenliste benachrichtigt  zu werden.Wenn Sie über die Berechtigung zum Verwalten von Benachrichtigungen verfügen, können Sie  auch durch Eingeben der entsprechenden Benutzerinformationen im Feld ""Benutze"" eine Benachrichtigung für eine andere Person erstellen.Zeigen Sie in der Liste oder Bibliothek, in der sich der Ordner, die Datei oder das Listenelement befindet, auf das betreffende Element, klicken Sie auf den daraufhin angezeigten Pfeil, und klicken Sie dann  auf ""Benachrichtigen"". In bestimmten Ansichten, z.B. ineiner Ansicht von Elementen in einem Kalender, müssen Sie möglicherweise zuerst auf das Element und anschliessend auf ""Benachrichtigen"" klicken. Ändern Sie ggf. auf der Seite ""Neue Benachrichtigung"" im Abschnitt ""Benachrichtigungstitel"" den Titel für die Benachrichtigung. Der Titel wird in der Betreffzeile der Benachrichtigungs-E-Mail angezeigt und außerdem zum Verwalten von Benachrichtigungen verwendet.Wählen Sie im Abschnitt ""Liefermethode"" die gewünschte Zustellungsmethode für die Benachrichtigungen aus.Wenn die Optionen für Textnachricht (SMS) abgeblendet sind, ist möglicherweise keine Mobiltelefonnummer auf der Website gespeichert. Klicken Sie auf den Hyperlink ""Benutzerinformationenseite"", um eine Mobiltelefonnummer zu speichern. Wenn Sie eine Mobiltelefonnummer gespeichert haben, die Optionen jedoch trotzdem abgeblendet sind, ist die Website möglicherweise nicht für ausgehende E-Mail konfiguriert. Wenden Sie sich an den Serveradministrator.Wenn der Abschnitt ""Änderungstyp""verfügbar ist, wählen Sie die Typen von Änderungen aus, über die Sie benachrichtigt werden möchten. Sie können beispielsweise Benachrichtigungen über alle Änderungen erhalten oder nur über das Löschen von Elementen informiert werden.Geben Sie im Abschnitt ""Für diese Änderungen Benachrichtigungen senden"" an, ob Sie über alle Typen von Änderungen oder über bestimmte  Änderungen, z.B. bei allen Änderungen oder nur bei Änderungen, die jemand an einem von Ihnen erstellten oder kürzlich geänderten Element vornimmt, benachrichtigt werden möchten.Wählen Sie im Abschnitt ""Zeitpunkt des Versendens von Benachrichtigungen"" aus, wie häufig (z.B. sofort oder in einer täglichen oder wöchentlichen Zusammenfassung) und an welchem Tag oder zu welcher Zeit  Sie Benachrichtigungen empfangen möchten.Bei mobilen Warnungen steht nur die Option ""Sofort senden"" zur Verfügung.Klicken Sie auf ""OK"".","Use the following procedure to create a notification to keep track of changes to an item in a list, a document in a library, or a folder in a list or library. For example, you can set up a notification to be notified of changes to an event in a calendar or task in a task list. If you have Manage Alerts permission, you can also type in the Use user information box &quot;create a notification for another person. In the list or library that contains the folder, file, or list item, point to the item, click the arrow that appears, and then click Notify &quot;. For example, in certain views, such as a view of items in a calendar, you may need to click the item first and then click &quot;Notify.&quot; If necessary, change the notification title in the Notification Title section of the New Notification page. The title appears in the subject line of the notification e-mail and is also used to manage notifications. In the Delivery Method section, select the method of delivery for the notifications. If the text message (SMS) options are dimmed, it may not be Mobile phone number stored on the website. Click the &quot;User Information Page&quot; hyperlink to save a mobile phone number. If you have saved a mobile phone number but the options are still dimmed, the site may not be configured for outbound email. Contact the server administrator. If the Change Type section is available, select the types of changes that you want to be notified about. For example, you can receive alerts about all changes, or just be notified about deleting items. In the &quot;Send alerts for these changes&quot; section, specify whether you want to be aware of all types of changes or changes, such as any changes or just Any changes that someone makes to an item that you have created or recently modified should be notified. In the section &quot;When to send notifications&quot;, select how often (eg, immediately or in a daily or weekly summary) and on which day or at which time you would like to receive notifications. For mobile alerts only the &quot;Send now&quot; option is available. Click &quot;OK&quot;.","Do you want to create notification for a folder, file, or list item?","Do you want to create notification for a folder, file, or list item in SharePoint?"
9032,DE,Möchten Sie in SharePoint RSS-Feeds abonnieren für eine Liste oder Bibliothek?,Möchten Sie RSS-Feeds abonnieren für eine Liste oder Bibliothek? ,"Je nach Browser oder Konfiguration des Systems steht dieses Verfahren möglicherweise nicht zur Verfügung, oder die Schritte können von den hier beschriebenen Schritten abweichen. Weitere Informationen erhalten Sie vom Websitebesitzer oder -administrator.Klicken Sie in der Liste oder Bibliothek, die Sie abonnieren möchten, im Menüband auf die Registerkarte ""Bibliothek"" oder ""Liste"".Je nach Listen- oder Bibliothekstyp, für den Sie eine Benachrichtigung erstellen möchten, wird ein anderer Registerkartenname angezeigt. Bei einer Kalenderliste ist es beispielsweise die Registerkarte ""Kalender"".  Tipp: Wenn Ihr Webbrowser das Abonniereneiner Ansicht zulässt, wird an diesem Punkt möglicherweise eine RSS-Symbolleistenschaltfläche aktiviert. Ist dies der Fall, können Sie möglicherweise darauf klicken, um die Liste oder Bibliothek direkt zu abonnieren. Wenn diese Funktion in Ihrem Browser nicht verfügbar ist,  können Sie die Schritte in der restlichen Vorgehensweise ausführen.Klicken Sie in der Gruppe ""Freigeben und verfolgen"" auf""RSS-Feed"". Der Feed wird in einem Browserfenster angezeigt. Folgen Sie auf der angezeigten Seite den Anweisungen zum Abonnieren des Feeds. Klicken Sie z.B. auf ""Feed abonnieren"". Folgen Sie etwaigen weiteren Anweisungen in Ihrem RSS-Reader, Browser oder E-Mail-Programm.Wenn Sie mit dem verwendeten Readerden Feed nicht über den entsprechenden Hyperlink abonnieren können, folgen Sie den Anweisungen in Ihrem RSS-Reader, um die URL des Feeds zu kopieren und im Reader einzufügen.","Depending on the browser or configuration of the system, this procedure may not be available or the steps may differ from the steps described here. For more information, contact the site owner or administrator. In the list or library you want to subscribe to, click the Library or List tab in the Ribbon. Depending on the list or library type you want to sign up for , another tab name is displayed. For example, for a calendar list, it&#39;s the Calendar tab. Tip: If your web browser allows you to subscribe to a view, an RSS toolbar button may be activated at this point. If so, you may be able to click on it to subscribe directly to the list or library. If this feature is not available in your browser, you can follow the steps in the rest of the procedure. In the Share and Track group, click RSS feed. The feed appears in a browser window. On the page that appears, follow the instructions to subscribe to the feed. For example, click on &quot;Subscribe to Feed&quot;. Follow any further instructions in your RSS reader, browser or e-mail program. If you can not subscribe to the Reader&#39;s feed you are using via the corresponding hyperlink, follow the instructions in your RSS reader to get the URL of the feed copy and paste in the reader.",Do you want to subscribe to RSS feeds for a list or library?,Do you want to subscribe to SharePoint RSS feeds for a list or library?
9033,DE,Möchten Sie in SharePoint ein RSS-Feeds abonnieren für eine Ansicht?,Möchten Sie ein RSS-Feeds abonnieren für eine Ansicht? ,"Wenn Sie über die Berechtigung zum Ändern einer Ansicht verfügen, können Sie einen RSS-Feed für eine bestimmte Ansicht abonnieren. Dadurch werden Sie über Änderungen an Informationen in Kenntnis gesetzt, die nur in dieser Ansicht angezeigt werden. In einigen Webbrowsern können Sie eine Ansicht abonnieren, indem Sie auf der Browsersymbolleiste auf eine RSS-Schaltfläche klicken.Klicken Sie in der Liste oder Bibliothek, die Sie abonnieren möchten, im Menüband auf die Registerkarte ""Bibliothek"" oder ""Liste""Je nach Listen- oder Bibliothekstyp, für den Sie eine Benachrichtigung erstellen möchten, wird ein anderer Registerkartenname angezeigt. Bei einer Kalenderliste ist es beispielsweise die Registerkarte ""Kalender"".Öffnen Sie die Ansicht, die Sie abonnieren möchten, indem Sie die Ansicht im Menüband in der Gruppe Klicken Sie auf Ansicht ändern, um die Ansicht zum Bearbeiten zu öffnenWenn die Option ""Ansicht ändern"" nicht im Menü ""Ansicht"" angezeigt wird, besitzen Sie keine Berechtigung zum Bearbeiten der Ansicht und können daher diese Methode zum Abonnieren des RSS-Feeds der  Ansicht nicht verwendenKlicken Sie im Abschnitt ""Name"" auf die RSS-SchaltflächeFolgen Sie auf der angezeigten Seite den Anweisungen zum Abonnieren des Feeds. Klicken Sie z.B. auf ""Feed abonnieren"".Folgen Sie etwaigen weiteren Anweisungen in Ihrem RSS-Reader, Browser oder E-Mail-Programm.  Wenn Sie mit dem verwendeten Reader den Feed nicht über den entsprechenden Hyperlink abonnieren können, folgen Sie den Anweisungen in Ihrem RSS-Reader, um die URL des Feeds zu kopieren und im Reader einzufügen.","If you have permission to modify a view, you can subscribe to an RSS feed for a particular view. This notifies you of any changes to information that only appears in this view. In some web browsers, you can subscribe to a view by clicking an RSS button on the browser toolbar. In the list or library you want to subscribe to, click the Library or List tab on the ribbon. or library type for which you want to create a notification, another tab name appears. For example, for a calendar list, it&#39;s the Calendar tab. Open the view you want to subscribe to by opening the view on the Ribbon in the group&#39;s Click View to open the view for editing when changing the view. does not have permission to edit the view, and therefore can not use this method to subscribe to the RSS feed of the view, click the RSS button in the &quot;Name&quot; sectionfollow the instructions on the page that appears to subscribe to the feed. For example, click on &quot;Subscribe to feed&quot;. Follow any further instructions in your RSS reader, browser or e-mail program. If you can not subscribe to the feed using the appropriate reader, follow the instructions in your RSS reader to copy the feed&#39;s URL and paste it into the Reader.",Would you like to subscribe to an RSS feed for a view?,Do you want to subscribe to an RSS feed in SharePoint for a view?
9034,DE,Was ist in SharePoint ein RSS-Feeds?,Was ist RSS-Feeds? ,"RSS-Feeds werden in einem RSS-Reader mit Aktualisierungen und Abonnements anderer Websites angezeigt. RSS ist eine Technologie, mit der Sie Aktualisierungen in einem standardisierten Format von mehreren Websites gleichzeitig erhalten können.Sie können RSS-Feeds für eine Liste oder Bibliothek oder sogar für eine Ansicht, in der Sie die Informationen gefiltert oder die Spalten angepasst haben, anzeigen und abonnieren.Bevor Sie RSS-Feeds erhalten können, muss der Serveradministrator in der Zentraladministration RSS-Feeds aktivieren, und der  Websiteadministrator muss auf der Seite ""Websiteeinstellungen"" RSS-Feeds für die Website aktiviert haben. ","RSS feeds are displayed in an RSS reader with updates and subscriptions from other websites. RSS is a technology that allows you to receive updates in a standardized format from multiple websites simultaneously. You can view RSS feeds for a list or library, or even for a view in which you have filtered or adjusted the information Before you can get RSS feeds, the server administrator must enable RSS feeds in Central Administration, and the site administrator must enable RSS feeds for the site on the Site Settings page.",What is RSS feeds?,What is an RSS feed in SharePoint?
9057,DE,Möchten Sie gerne des erforderlichen Ein- und Auscheckens in der SharePoint-Dokumentbibliothek deaktivieren?,Möchten Sie gerne des erforderlichen Ein- und Auscheckens in der SharePoint-Dokumentbibliothek deaktivieren? ,"Navigieren Sie in SharePoint zur Dokumentbibliothek.Klicken Sie im Menüband Bibliothekstools auf Bibliothek ""Bibliothekeinstellungen"">""Versionsverwaltungseinstellungen"".Legen Sie die Option Auschecken erfordern auf ""Nein"" fest.  ","In SharePoint, navigate to the document library. On the Library Tools ribbon, click Library Library Settings&gt; Versioning Settings. Set the Require Check Out option to No.",Would you like to disable the required check-in and check-out in the SharePoint document library?,Would you like to disable the required check-in and check-out in the SharePoint document library?
9058,DE,Möchten Sie gerne on Nebenversionen in der SharePoint-Dokumentbibliothek deaktivieren?,Möchten Sie gerne on Nebenversionen in der SharePoint-Dokumentbibliothek deaktivieren? ,"Navigieren Sie in SharePoint zur Dokumentbibliothek.Klicken Sie im Menüband Bibliothekstools auf Bibliothek ""Bibliothekeinstellungen"">""Versionsverwaltungseinstellungen"".Legen Sie die Option Versionsverlauf auf ""Keine Versionskontrolle"" fest.  ","In SharePoint, navigate to the document library. On the Library Tools ribbon, click Library Library Settings&gt; Versioning Settings. Set Version History to No Version Control.",Would you like to disable minor versions in the SharePoint document library?,Would you like to disable minor versions in the SharePoint document library?
9059,DE,Möchten Sie gerne erforderliche Eigenschaften in der SharePoint-Dokumentbibliothek deaktivieren?,Möchten Sie gerne erforderliche Eigenschaften in der SharePoint-Dokumentbibliothek deaktivieren? ,"Navigieren Sie in SharePoint zur Dokumentbibliothek.Klicken Sie im Menüband Bibliothekstools auf ""Bibliothek"">""Bibliothekeinstellungen"".Prüfen Sie in der Tabelle Spalten, ob Einträge in der Spalte ""Erforderlich"" ein Häkchen enthalten.Klicken Sie auf einen als erforderlich markierten Eintrag, und legen Sie anschließend die Option Diese Spalte muss Informationen enthalten auf ""Nein"" fest.  ","In SharePoint, navigate to the document library. On the Library Tools ribbon, click Library&gt; Library Settings. In the Columns table, verify that entries in the Required column contain a check mark. Click an entry marked as required, and then set the option This column must contain information to &quot;No&quot;.",Do you want to disable required properties in the SharePoint document library?,Do you want to disable required properties in the SharePoint document library?
9082,DE,Wie verwende ich Eduroam?,Wie verwende ich Eduroam? ,Eduroam steht an allen Hochschulen zur Verfügung die Mitglied des Eduroam Netzwerks sind (https://www.eduroam.org/index.php?p=where). Um in ein Eduroam zu gelangen verbinden Sie sich auf das entsprechende WLAN und geben Ihren Usernamen wie folgt ein: username@ethz.ch. Das Passwort ist das selbe wie im ETH Wlan. ,Eduroam is available at all colleges that are members of the Eduroam Network (https://www.eduroam.org/index.php?p=where). To get into an Eduroam connect to the appropriate WLAN and enter your username as follows: username@ethz.ch. The password is the same as in the ETH Wlan.,How do I use Eduroam?,How do I use Eduroam?
9084,DE,Wie erstelle ich einen Gastzugang für WLAN?,Zugang für Einzelperson ,"Grundsätzlich ist jeder Mitarbeiter oder Student mit einem ETH Login in der Lage einen Tagesgast für WLAN zu erstellen. Dieser Gast für jeweils drei Tage gültig und kann an eine einzelne Person abgegeben werden.Ein solcher Account wird wie folgt erstellt:Loggen Sie sich auf www.passwort.ethz.ch einhttp://www.passwort.ethz.chWechseln Sie im Menü auf ""meine Services"" > ""Tagesgast""Definieren Sie einen Usernamen und Passwort für den Gast.Nach dem Speichern kann der Gast verwenden werden. Es sollte sich jeweils auf das ""public"" Netz der ETH verbinden und sich dann auf der Landingpage einloggen.",Basically every employee or student with an ETH login is able to create a day guest for WLAN. This guest is valid for three days and can be given to a single person. Such an account is created as follows: Log on to www.passwort.ethz.chhttp: //www.passwort.ethz.chTurn on in the menu &quot;my services&quot;&gt; &quot;day guest&quot; Define a username and password for the guest. After saving the guest can be used. It should each connect to the &quot;public&quot; network of the ETH and then log in on the landing page.,Access for individual,How do I create guest access for WLAN?
9084,DE,Wie erstelle ich einen Gastzugang für WLAN?,Zugang für Gruppe ,"Zugang für Gruppen (z.B. für Konferenzen oder Meetings mit externen Gästen) können über www.idts.ethz.ch/hdweb beantragt werden. http://www.idts.ethz.ch/hdwebLoggen Sie sich auf dieser Seite ein und füllen Sie das Formular ""Gruppenaccount"" aus. Bitte beachten Sie den Account einige Tage vor dem Event zu beantragen, damit wir genug Zeit haben diesen einzurichten. Es empfiehlt sich zudem den Account ein oder zwei Tage vor dem Event erstellen zu lassen und vor Ort zu testen. Sollten dann Problem auftauchen bleibt noch genug Zeit diese zu beheben.",Access for groups (eg for conferences or meetings with external guests) can be requested via www.idts.ethz.ch/hdweb. http://www.idts.ethz.ch/hdwebLog in on this page and fill out the form &quot;Gruppenaccount&quot;. Please note to request the account a few days before the event so we have enough time to set it up. It is also advisable to have the account created one or two days before the event and to test it on site. If there is a problem then there is still enough time to fix it.,Access for group,How do I create guest access for WLAN?
9086,DE,Wie kann ich auf das ETH WLAN zugreifen?,Als Externer auf ETH Wlan zugreifen ,"Wenn Sie als Mitglied einer anderen Hochschule oder Universität auf das WLAN der ETH zugreifen wollen haben Sie grundsätzlich zwei Möglichkeiten:Via VPN. Verbinden Sie sich auf das public Netzwerk der ETH und aktivieren Sie Ihren VPN Client, damit sollten Sie Zugriff auf das Internet erhalten.Via Eduroam. Die ETH ist Mitglied des Eduroam Verbundes, dass heisst Sie können (sofern Ihre Uni ebenfalls Mitglied von Eduroam ist) auf dieses zugreifen. Wenn Sie Fragen zu Loginnamen und Passwort für Eduroam haben müssten Sie sich bei der IT Ihrer Uni melden.","If you want to access ETH&#39;s WLAN as a member of another university or university, you basically have two options: Via VPN. Connect to ETH&#39;s public network and enable your VPN client to gain access to the Internet. Via Eduroam. ETH is a member of the Eduroam Network, which means you can access it (if your university is also a member of Eduroam). If you have any questions about the login name and password for Eduroam you would need to contact the IT department at your university.",As an external access to ETH Wlan,How can I access the ETH WLAN?
9088,DE,Gebäudezugang,Zugang zu ETH Gebäude ,"Um Zugang zu einem ETH Gebäude ausserhalb der regulären Öffnungszeiten zu erhalten müssten zwei Dinge gemacht werden:Pin für ETH Karte setztenUm einen Pin für Ihre ETH Karte zu setzten müssen Sie auf www.adressen.ethz.ch gehen und dort unter ""Zutritts-PIN-Code ändern"" einen Pin definieren.www.adressen.ethz.chBerechtigungen für GebäudeUm ein Gebäude betreten zu können müssten Ihnen der Gebäudeverwaltung die entsprechenden Berechtigungen erteilt werden. Diese können Sie auf https://www1.ethz.ch/immobilien/gmis/do_enter beantragen.https://www1.ethz.ch/immobilien/gmis/do_enter","Two things need to be done to gain access to an ETH building outside regular opening hours: Pin for ETH card setTo set a pin for your ETH card, you must go to www.adressen.ethz.ch and click on &quot;Access PIN&quot;. Change Code &quot;define a pin.www.adressen.ethz.chPermissions for buildingsTo access a building, you would need to be granted the appropriate permissions to the building management. You can apply for this at https://www1.ethz.ch/immobilien/gmis/do_enter.https: //www1.ethz.ch/immobilien/gmis/do_enter",Access to ETH building,building access
9090,DE,Mail Weiterleitung definieren,Mail Weiterleitung defnieren ,"Um Ihre ETH Mail an eine anderen Adresse weiterzuleiten gehen Sie folgt vor:Loggen Sie sich auf der Webseite www.passwort.ethz.ch ein.http://www.passwort.ethz.chWechseln Sie in das Menü ""meine Services"" und dann ""Mailbox"".Hier können Sie unter ""Forward"" eine Adresse für die Weiterleitung definieren. Zudem können Sie festlegen ob die Mails auf den ETH Servern gespeichert werden sollen oder nicht.","To forward your ETH mail to another address, proceed as follows: Log in to the website www.passwort.ethz.ch.http: //www.passwort.ethz.chTurn to the menu &quot;my services&quot; and then &quot;Mailbox&quot;. Here you can define an address for forwarding under &quot;Forward&quot;. In addition, you can specify whether the mails should be stored on the ETH servers or not.",Define mail forwarding,Define mail forwarding
9092,DE,Wo kann ich ETH Software beziehen?,ETH Software beziehen ,ETH Software kann über IT Shop bezogen werden. Die Bestellung dazu erfolgt über folgende Webseite:IT ShopNach der Bestellung erhalten Sie Bestätigung per Mail. Informationen zur Installation finden Sie auf der IT Shop Webseite.,ETH Software can be obtained through IT Shop. The order is made via the following website: IT Shop After the order you will receive confirmation by e-mail. Information about the installation can be found on the IT Shop website.,Obtain ETH software,Where can I obtain ETH Software?
9094,DE,Wie kann ich meinen Mailclient einrichten?,Einrichten Mailclient ,"Die Informationen zum Einrichten eines Mailclients finden Sie auf dieser Website:https://www.ethz.ch/services/de/it-services/katalog/email-kalender/mailbox.htmlAnleitung für empfohlene Mailclients sind auf der gleichen Website unter ""Detail-Konfiguration für empfohlene Clients"" zu finden. ",The information for setting up a mail client can be found on this website: https: //www.ethz.ch/services/en/it-services/catalog/email-calendar/mailbox.htmlGuidelines for recommended mail clients are available on the same website under &quot;Detail Configuration for recommended clients &quot;.,Set up mail client,How can I set up my mail client?
9096,DE,Wie funktioniert die Suche im SDL Wiki,asdsadad,asdasdsadsaasdasd ads asd a asd asd  as d as d a,asdasdsadsaasdasd ads asd a asd asd as d as da,asdsadad,How does the search on the SDL Wiki work?
9141,DE,Wo finde ich das Kursangebot für CQ5?,CQ5 Kurse ,Die Kurse rund um CQ5 finden Sie im Intranethttps://www.ethz.ch/intranet/de/service/kommunikation/websites/cq5/cq5-kurse.html,The courses around CQ5 can be found in the intranet https: //www.ethz.ch/intranet/de/service/kommunikation/websites/cq5/cq5-kurse.html,CQ5 courses,Where can I find the course offer for CQ5?
9143,DE,Wie binde ich einen Newsfeed in CQ5 ein?,Newsfeed in CQ5 einbinden ,"Wie Sie einen Newsfeed auf einer CQ5 Webseite einbinden können, finden Sie im CQ5 Benutzerhandbuch https://www.ethz.ch/intranet/de/service/kommunikation/websites/cq5/cq5-manual/cq5-komponenten/komponenten-erweitert/newsfeed.html",How to integrate a newsfeed on a CQ5 website can be found in the CQ5 user manual https://www.ethz.ch/intranet/en/service/communication/website/cq5/cq5-manual/cq5-components/components-enveloped/ newsfeed.html,Include newsfeed in CQ5,How do I embed a newsfeed in CQ5?
9221,DE,Wo finde ich den IDES Lizenzschlüssel,Lizenzschlüssel befindet sich im Anhang,"Der Lizenzschlüssel befindet sich im Anhang mit dem Dateiname Licence.txt des E-Mails (Titel [IDES] Zugriffsrecht xxx), welches Sie von IDES erhalten haben. ","The license key is attached with the file name License.txt of the e-mail (title [IDES] access right xxx), which you have received from IDES.",License key is attached,Where can I find the IDES license key?
9223,DE,Wo kann ich mein Prepaid Guthaben ausbezahlen lassen? ,Rückzahlung Restguthaben,"Sie können sich Ihr Restguthaben an den folgenden Standorten zurückerstatten lassen:  Bei Print & Publish ETH Hönggerberg,  HIL D 26.5 (+41 44 632 50 13) oder Bei Print & Publish ETH Zentrum , HG D 34.1 (+41 44 632 50 13)  Weitere Informationen unter https://www.print-publish.ethz.ch ","You can have your remaining balance reimbursed at the following locations: At Print &amp; Publish ETH Hönggerberg, HIL D 26.5 (+41 44 632 50 13) or at Print &amp; Publish ETH Zentrum, HG D 34.1 (+41 44 632 50 13) More Information at https://www.print-publish.ethz.ch",Repayment of remaining balance,Where can I withdraw my prepaid balance?
9225,DE,Wie kann man auf einem VPP Touch Drucker den Druckjob auslösen?,VPP Touch PIN erstellen,"Zuerst muss der VPP PIN im nethz-Admintool (www.passwort.ethz.ch) erstellen werden, danach kann über VPP-Touch ein Druckjob ausgelöst werden.  Weitere Informationen: http://www.id.ethz.ch/services/list/vpp/prsFür weitere Informationen klicken Sie hier:  ","First, the VPP PIN must be created in the nethz admin tool (www.passwort.ethz.ch), then a print job can be triggered via VPP-Touch. Further information: http://www.id.ethz.ch/services/list/vpp/prsFor more information click here:",Create VPP Touch PIN,How can I trigger the print job on a VPP Touch printer?
9227,DE,Wer kann mich bei der Migration auf eine CQ5 Seite beraten?,HK Webberatung,Telefonnummer der HK Web-Beratung: +41446338485,Phone number of the HK Web-Beratung: +41446338485,HK web consulting,Who can advise me on the migration to a CQ5 site?
9228,DE,Wie kann ich grosse Datenmengen mit anderen Benutzern teilen und was ist polybox?,polybox,"polybox bietet allen ETH Angehörigen «Dropbox-ähnlichen internen ETH Speicher» Alle Informationen zur Anwendung und den speziefischen Funktionen, finden Sie unter folgendem Link: https://www.ethz.ch/services/de/it-services/katalog/speicher/polybox.html",Polybox offers all ETH members &quot;Dropbox-like internal ETH memory&quot; All information on the application and the specific functions can be found at the following link: https://www.ethz.ch/services/en/it-services/catalog/speicher/ polybox.html,polybox,How can I share large amounts of data with other users and what is polybox?
9229,DE,Wieviel Speicherplatz hat meine polybox?,Speicherplatz polybox,Der polybox Speicher ist pro Benutzer/in auf 50 GB beschränkt.,The polybox memory is limited to 50 GB per user.,Storage polybox,How much memory does my polybox have?
9230,DE,Wem steht die polybox zur Verfügung?,Wem steht die polybox zur Verfügung?,"polybox steht Angehörigen der ETH Zürich zur Verfügung. ETH Angehörige sind: Studenten, Mitarbeiter, Dozenten, ETH-nahe, ETH-Gäste, Emeriti.","polybox is available to members of ETH Zurich. ETH members include: students, staff, lecturers, ETH Zurich, ETH guests, Emeriti.",Who is the polybox available for?,Who is the polybox available for?
9231,DE,"Gibt es eine maximale Dateigrösse bei der polybox, welche hochgeladen bzw. heruntergeladen werden kann?",Maximale Dateigrösse polybox,"Die maximale Dateigrösse welche hochgeladen bzw heruntergeladen werden kann, beträgt im Webclient 1GB. Mit dem Desktop-Client ist die Dateigrösse nicht beschränkt. ","The maximum file size which can be uploaded or downloaded is 1GB in the web client. With the desktop client, the file size is not limited.",Maximum file size polybox,"Is there a maximum file size in the polybox, which can be uploaded or downloaded?"
9232,DE,Wo werden meine polybox Daten gespeichert?,Speicherort polybox,Alle Daten werden ausschliesslich auf Servern der Informatikdienste der ETH Zürich gespeichert.,All data is stored exclusively on servers of the IT Services of ETH Zurich.,Location polybox,Where are my polybox data stored?
9233,DE,Wie kann ich auf meine polybox zugreifen?,Zugriff auf polybox,Sie können auf Ihre polybox auf mehrere Weise zugreiffen (Klicken Sie auf die Kategorie um mehr Informationen zu erhalten):WebbrowserWebdavDesktop Sync ClientMobile Sync Client,You can access your polybox in several ways (Click the category for more information): Web BrowserWebdavDesktop Sync ClientMobile Sync Client,Access to polybox,How can I access my polybox?
9234,DE,Manuelle Aktivierung Windows,,"Um Windows von Hand zu aktivieren gehen Sie wie folgt vor:  1. Geben Sie folgenden Befehl im DOS-Fenster ein (Bitte starten Sie das DOS-Fenster indem Sie mit Rechtsklick „Als Administrator ausführen“ auswählen):  slmgr -skms kms1.ethz.ch:1688  Mit diesem Befehl wird der Aktivierungsserver gesetzt. Sie bekommen nach ca. 1 Minute die Meldung: „Der Schlüsselverwaltungsdienst-Computername wurde erfolgreich auf kms1.ethz.ch:1688 festgelegt.“  2. slmgr -ato  Damit wird die Aktivierung gestartet. Sie bekommen nach ca. 1 Minute die Meldung: „Product activated successfully.“  3. Geben Sie danach folgenden Befehl ein:  slmgr –dlv  Mit diesem Befehl können Sie kontrollieren, ob es geklappt hat . Sie bekommen nach ca. 1 Minute eine Meldung. Bei Volume activation expiration sollte nun 180 Tage stehen und bei „Registered KMS machine name“:  „kms1.ethz.ch:1688“","To activate Windows manually, proceed as follows: 1. Enter the following command in the DOS window (Please start the DOS window by right-clicking &quot;Run as administrator&quot;): slmgr -skms kms1.ethz. ch: 1688 This command sets the activation server. After about 1 minute you will get the message: &quot;The key management service computer name has been successfully set to kms1.ethz.ch:1688.&quot; 2. slmgr -ato This activates the activation. After about 1 minute you will get the message: &quot;Product activated successfully.&quot; 3. Then enter the following command: slmgr -dlv With this command you can check whether it has worked. You will get a message after about 1 minute. Volume activation expiration should now be 180 days and &quot;Registered KMS machine name&quot;: &quot;kms1.ethz.ch:1688&quot;",,Manual activation Windows
9236,DE,Wie erhalte ich mein nethz-Passwort?,nethz-Passwort per A-Post oder Abholen,"Danke für Ihre Anfrage. Ich kann Ihnen das neue nethz-Passwort per A-Post an die folgende Adresse schicken:  xxxx   oder Sie dürfen das Passwort bei uns im HG E 11 abholen.  Per E-Mail versenden wir aus Sicherheitsgründen Passwörter nur, wenn im nethz-Admintool eine Geheimfrage erstellt wurde.  Was ist besser für Sie?","Thank you for your inquiry. I can send you the new password nethz by A-Mail to the following address: xxxx or you may pick up the password with us in HG E 11. For security reasons, we send passwords by e-mail only if a secret question has been created in the nethz admin tool. What is better for you?",nethz password by A-Mail or pick up,How do I get my nethz password?
9261,DE,Wie bekomme ich Instant Messaging Lync,Instant Messaging Lync,"Um Lync benutzten zu können, muss der User diesen Service bei Service Desk beantragen oder kann dies selber im nethz-Admintool vornehmen:Weitere Informationen zu Lync finden Sie hier:Lync","To use Lync, the user must request this service from Service Desk or can do so in the nethz admin tool: For more information about Lync, see: Lync",Instant Messaging Lync,How do I get instant messaging Lync?
9265,DE,Ich habe Fragen zu meinem Nebis Account.,Nebis,Bitte kontaktieren Sie die ETH Bibliothek direkt:  Rämistrasse 101 HG H 30.1 8092 Zürich +41 44 632 21 35  info@library.ethz.chInfo Center,Please contact the ETH Library directly: Rämistrasse 101 HG H 30.1 8092 Zurich +41 44 632 21 35 info@library.ethz.chInfo Center,Nebis,I have questions about my Nebis account.
